instance_name,opt_value,solver,solution_cost,deviation_%,time_sec,solution_sets
scp61,138.0,randomized_RE,1808.0,1210.14,0.107,"7,30,47,48,58,69,89,101,129,139,145,153,159,210,247,267,277,301,315,332,356,368,388,399,405,426,475,482,508,533,535,536,546,553,561,605,641,695,758,798,812,828,915,922,966"
scp62,146.0,randomized_RE,1679.0,1050.0,0.0957,"4,20,32,40,46,103,105,123,130,137,161,162,184,219,230,259,262,268,285,291,319,377,416,503,540,555,601,654,677,693,718,746,755,797,805,816,826,913,958,995"
scp63,145.0,randomized_RE,1459.0,906.21,0.1022,"3,23,28,36,44,48,116,138,145,147,150,158,169,203,209,221,222,224,237,239,255,290,341,400,456,467,469,548,573,604,636,685,757,780,834,840,879,944,976"
scp64,131.0,randomized_RE,1797.0,1271.76,0.0954,"11,29,41,55,76,110,111,116,126,141,150,216,219,236,240,269,352,368,369,392,395,496,499,519,524,528,550,573,586,601,650,678,728,790,793,816,817,872,876,949,962"
scp65,161.0,randomized_RE,1673.0,939.13,0.0924,"18,42,59,64,74,75,87,88,109,112,113,131,138,156,206,273,286,291,294,322,353,358,420,435,587,590,601,621,634,664,674,679,690,701,707,733,761,852,856,944,961"
scpa1,253.0,randomized_RE,3598.0,1322.13,0.6092,"22,103,165,182,185,189,221,293,348,437,452,472,481,482,495,525,529,617,618,619,632,712,727,733,743,786,798,887,916,952,1000,1012,1019,1088,1118,1119,1128,1281,1316,1332,1350,1362,1365,1375,1426,1445,1452,1534,1539,1548,1577,1587,1671,1730,1733,1749,1827,1835,1846,1891,1901,1920,1978,2025,2063,2111,2133,2194,2240,2259,2265,2285,2307,2354,2369,2379,2381,2518,2611,2657,2789"
scpa2,252.0,randomized_RE,3212.0,1174.6,0.5488,"58,147,155,168,178,212,236,238,326,368,540,541,549,552,562,564,602,679,690,702,715,716,744,746,774,779,872,879,884,926,960,964,1009,1018,1036,1039,1072,1089,1146,1163,1297,1324,1328,1351,1423,1442,1447,1475,1496,1519,1567,1613,1617,1637,1705,1800,1810,1872,2061,2102,2146,2167,2274,2339,2467,2485,2487,2507,2580,2598,2789,2805,2814,2865"
scpa3,232.0,randomized_RE,3646.0,1471.55,0.6254,"16,74,78,90,91,159,188,207,294,306,324,333,356,398,436,452,521,535,557,600,611,640,704,708,734,743,750,768,845,870,881,885,891,893,935,999,1008,1026,1137,1141,1161,1244,1245,1247,1252,1294,1300,1316,1320,1336,1411,1451,1458,1474,1480,1483,1484,1605,1618,1627,1653,1656,1683,1696,1769,1777,1792,1864,1870,1887,1932,1934,1964,2017,2040,2096,2117,2185,2227,2233,2242,2303,2455,2549,2726,2792,2825,2970"
scpa4,234.0,randomized_RE,3258.0,1292.31,0.6337,"66,106,169,171,189,246,292,346,356,363,377,392,400,484,506,522,526,538,546,550,557,576,579,713,743,749,776,799,810,825,863,885,888,914,915,997,1028,1038,1053,1129,1193,1309,1359,1374,1387,1524,1526,1537,1584,1586,1591,1592,1608,1646,1657,1719,1884,1940,1961,1974,1980,1983,2066,2202,2224,2233,2266,2285,2288,2294,2314,2362,2463,2568,2627,2650,2946"
scpa5,236.0,randomized_RE,3386.0,1334.75,0.6946,"2,80,98,108,133,174,177,207,227,331,349,374,405,454,515,537,543,620,660,678,700,707,713,749,750,752,764,765,850,860,863,878,978,982,1019,1032,1050,1104,1118,1256,1286,1300,1373,1381,1386,1447,1509,1535,1551,1563,1638,1647,1800,1806,1844,1881,1912,1913,2011,2082,2092,2116,2158,2170,2226,2255,2304,2361,2370,2398,2440,2499,2667,2708,2738,2857,2897,2976"
