instance_name,opt_value,solver,solution_cost,deviation_%,time_sec,solution_sets
scpa3,232.0,greedy_randomized_adaptive,3702.0,1495.69,0.5336,"26,45,90,91,92,107,111,124,126,132,172,188,192,243,250,294,313,329,331,333,350,356,369,381,434,458,467,487,493,513,516,530,557,561,564,569,582,595,597,625,640,666,702,728,733,768,770,780,809,836,849,865,877,881,899,900,918,935,953,961,988,1023,1034,1039,1085,1102,1147,1151,1193,1198,1223,1393,1412,1419,1451,1479,1499,1565,1678,1723,1769,1774,1797,1817,1828,1855,1887,1933,1988,2034,2048,2062,2097,2170,2242,2246,2455,2726,2732,2742,2779,2821,2823,2825,2890"
scpa4,234.0,greedy_randomized_adaptive,3538.0,1411.97,0.5267,"9,52,73,89,103,104,106,135,136,169,232,234,246,248,279,364,377,400,401,402,414,430,431,436,444,454,462,467,473,480,496,545,550,571,579,581,591,597,600,604,633,636,661,681,686,724,741,749,750,751,773,779,784,820,895,964,965,1008,1015,1019,1027,1055,1068,1102,1129,1138,1145,1166,1193,1242,1317,1329,1359,1377,1387,1401,1528,1566,1584,1618,1714,1806,1920,1931,1972,2017,2029,2079,2217,2288,2294,2323,2365,2390,2490,2503,2523,2627,2735,2749,2993"
scpa5,236.0,greedy_randomized_adaptive,3443.0,1358.9,0.5209,"2,54,80,92,98,103,127,133,164,175,211,227,271,275,321,324,353,374,383,386,417,442,454,463,480,485,513,542,551,563,573,576,577,592,594,605,610,620,626,634,651,678,700,707,744,749,752,771,787,798,814,819,850,860,911,926,938,943,945,964,981,1006,1010,1027,1028,1037,1048,1050,1153,1161,1167,1343,1373,1397,1513,1551,1565,1622,1625,1647,1656,1780,1800,1895,1939,2028,2068,2128,2365,2391,2409,2455,2497,2502,2723,2738,2790,2802,2840,2969"
scpb1,69.0,greedy_randomized_adaptive,2211.0,3104.35,0.4445,"48,60,67,94,113,123,126,257,280,288,321,416,436,453,528,543,574,594,598,623,633,640,659,673,778,873,899,910,918,977,1041,1101,1159,1175,1219,1307,1397,1579,1651,1800,1876,1954,2003,2102,2172,2219,2259,2365,2388,2400,2456,2543,2549,2552,2592,2799"
scpb2,76.0,greedy_randomized_adaptive,2095.0,2656.58,0.4125,"44,68,85,104,114,140,147,150,188,210,276,285,320,330,425,452,457,461,466,479,504,513,527,534,535,542,578,605,771,862,873,893,903,909,960,975,1009,1045,1131,1159,1165,1198,1208,1378,1380,1436,1491,1540,1668,1673,1681,1701,1732,1758,1775,1871,2068,2111,2133,2202,2269,2354,2776"
scpb3,80.0,greedy_randomized_adaptive,2261.0,2726.25,0.441,"21,84,94,124,135,140,155,165,204,214,258,300,304,376,421,443,487,495,519,529,551,560,574,629,664,729,767,809,853,860,862,901,907,952,964,1013,1209,1210,1236,1274,1430,1449,1523,1618,1672,1673,1834,1900,1943,2079,2123,2179,2261,2315,2413,2791,2861,2881,2976,2990"
scpb4,79.0,greedy_randomized_adaptive,2118.0,2581.01,0.4203,"2,85,94,104,129,135,136,156,165,210,254,290,327,393,407,419,457,479,487,538,544,578,608,614,620,623,657,661,723,730,736,747,777,826,843,921,1007,1008,1023,1034,1062,1206,1231,1376,1410,1419,1456,1510,1542,1633,1787,1855,1899,1940,2002,2096,2296,2302,2478,2557,2690,2805,2932"
scpb5,72.0,greedy_randomized_adaptive,2199.0,2954.17,0.4211,"40,41,104,105,121,128,147,148,149,157,166,255,266,360,388,417,434,435,450,552,634,641,666,678,708,721,745,763,782,823,862,883,955,960,967,988,1030,1049,1062,1142,1149,1202,1203,1207,1269,1283,1508,1638,1771,1981,2001,2005,2013,2021,2068,2443,2583,2641,2679,2791,2804,2912"
scpc1,227.0,greedy_randomized_adaptive,4026.0,1673.57,0.9066,"17,62,79,92,100,161,162,179,201,203,256,271,300,306,347,355,366,368,382,397,425,429,439,447,481,502,503,519,523,555,590,610,621,627,647,659,665,672,675,723,731,742,748,768,780,796,799,805,876,884,914,944,960,965,1000,1033,1040,1067,1073,1078,1109,1180,1191,1219,1229,1248,1253,1280,1464,1483,1492,1499,1513,1532,1533,1606,1709,1712,1727,1730,1759,1788,1796,1829,1838,1850,1852,1960,1986,2014,2039,2088,2170,2203,2254,2277,2329,2375,2389,2415,2429,2459,2537,2647,2659,2730,2802,2884,3038,3088,3233,3238,3277,3466,3856,3951,3968"
scpc2,219.0,greedy_randomized_adaptive,4112.0,1777.63,0.8953,"30,71,80,95,97,102,108,119,160,197,257,307,312,313,341,370,405,428,461,492,495,545,578,584,608,615,629,687,694,700,722,729,733,750,753,772,792,802,811,817,831,834,842,865,883,891,893,911,913,914,928,953,959,999,1019,1029,1046,1111,1169,1180,1209,1264,1268,1277,1297,1316,1331,1336,1365,1501,1589,1633,1723,1820,1865,1885,1964,1976,1996,2033,2034,2039,2073,2090,2095,2106,2117,2145,2305,2388,2429,2448,2469,2572,2610,2633,2652,2706,2818,2865,2904,2987,3158,3162,3190,3344,3418,3456,3465,3603,3616,3766,3955,3965"
scpc3,243.0,greedy_randomized_adaptive,4069.0,1574.49,0.9458,"37,115,120,132,138,158,162,170,174,186,223,225,248,287,310,349,357,363,395,407,414,421,439,443,444,446,465,473,500,509,524,532,534,540,546,579,584,595,624,631,632,638,640,645,679,714,761,764,777,838,916,940,951,962,969,984,1076,1100,1102,1107,1114,1115,1142,1151,1154,1172,1182,1187,1190,1292,1371,1374,1409,1468,1505,1510,1512,1537,1541,1562,1599,1676,1702,1757,1788,1797,1811,1840,1913,1961,2055,2132,2154,2163,2243,2248,2431,2485,2507,2527,2631,2639,2646,2649,2765,2952,3028,3122,3201,3204,3223,3301,3487,3491,3604,3716,3737,3779"
scpc4,219.0,greedy_randomized_adaptive,4273.0,1851.14,0.8851,"6,75,79,102,128,131,139,144,155,188,217,265,313,334,372,384,408,412,427,444,458,464,498,500,506,545,546,584,619,651,656,698,738,741,764,798,810,855,900,902,907,914,915,922,952,959,1029,1030,1045,1087,1132,1144,1147,1182,1212,1244,1250,1280,1283,1312,1314,1323,1335,1380,1401,1407,1524,1527,1557,1588,1590,1601,1656,1682,1693,1735,1764,1822,1931,1950,1968,1973,1975,2015,2059,2082,2236,2244,2260,2315,2350,2352,2406,2427,2461,2483,2526,2582,2607,2655,2682,2780,2804,2825,2943,3014,3071,3092,3216,3319,3325,3404,3732,3743,3888,3912"
scpc5,215.0,greedy_randomized_adaptive,4315.0,1906.98,0.9766,"23,64,75,82,93,118,130,147,156,161,172,178,246,274,318,365,368,385,388,393,415,418,430,441,466,504,507,512,523,528,559,576,577,581,585,586,599,611,624,639,703,713,717,725,728,750,811,818,869,908,934,948,965,989,997,1010,1027,1031,1033,1060,1061,1064,1072,1073,1077,1086,1092,1096,1105,1124,1125,1149,1164,1167,1178,1216,1227,1255,1298,1300,1334,1462,1510,1538,1560,1581,1642,1679,1730,1844,1901,1944,1958,2004,2025,2087,2180,2222,2354,2420,2424,2436,2446,2450,2484,2513,2529,2559,2614,2643,2660,2671,2678,2933,3174,3284,3460,3513,3538,3677,3696,3734,3787,3925,3939"
scpd1,60.0,greedy_randomized_adaptive,2429.0,3948.33,0.7161,"32,41,79,82,101,113,148,158,178,349,373,386,401,452,472,543,559,562,606,689,740,792,795,924,976,993,1026,1028,1106,1133,1188,1227,1274,1293,1326,1330,1431,1434,1470,1512,1536,1551,1697,1797,1803,1977,1992,1993,2208,2324,2513,2530,2607,2677,2846,2900,2947,2985,3049,3234,3338,3779,3828,3843,3923"
scpd2,66.0,greedy_randomized_adaptive,2372.0,3493.94,0.6854,"12,74,91,128,179,242,256,322,403,492,498,511,565,655,664,665,682,804,807,884,963,1036,1054,1055,1081,1122,1177,1250,1263,1271,1318,1330,1436,1495,1496,1572,1683,1738,1740,1877,2226,2294,2384,2486,2508,2725,2845,2986,3035,3189,3212,3353,3426,3475,3640,3679,3682,3760,3962"
scpd3,72.0,greedy_randomized_adaptive,2454.0,3308.33,0.6822,"22,92,98,102,111,135,165,182,279,311,366,388,473,474,513,658,662,667,697,701,754,808,832,868,913,975,981,1016,1017,1110,1165,1171,1223,1229,1278,1307,1373,1505,1519,1623,2011,2109,2162,2344,2393,2415,2470,2519,2536,2621,2681,2730,2871,2946,2981,2996,3138,3247,3502,3522,3625,3739,3882"
scpd4,62.0,greedy_randomized_adaptive,2290.0,3593.55,0.6748,"72,103,118,140,159,203,208,221,227,319,331,362,383,405,451,504,559,582,690,772,796,801,870,871,881,888,970,1049,1097,1105,1126,1154,1234,1366,1428,1456,1476,1480,1614,1649,1679,1783,2020,2118,2241,2448,2646,2682,2708,2729,2816,2831,2919,2949,2974,2996,3016,3140,3326,3354,3710,3761"
scpd5,61.0,greedy_randomized_adaptive,2542.0,4067.21,0.7354,"15,87,97,104,127,131,164,279,320,339,416,453,472,475,480,486,543,655,672,677,703,706,716,759,809,925,947,948,971,1052,1106,1119,1127,1144,1220,1256,1271,1290,1332,1364,1388,1544,1736,1745,1827,1904,1944,1947,2113,2234,2500,2547,2691,2735,2878,3024,3034,3058,3068,3251,3311,3336,3374,3509,3776,3777,3968"
